movement_id,outlet_id,item_id,movement_type,quantity,movement_date,reference_id
MOV000417,O0017,I0006,Stock In,28,2025-12-26,REF0000417
MOV000418,O0114,I0045,Adjustment,2,2026-06-09,REF0000418
MOV000419,O0035,I0197,Stock In,8,2025-11-02,REF0000419
MOV000420,O0106,I0041,Transfer,6,2026-07-21,REF0000420
MOV000421,O0184,I0269,Return,23,2026-07-08,REF0000421
MOV000422,O0295,I0093,Stock In,3,2026-06-18,REF0000422
MOV000423,O0437,I0057,Stock In,16,2026-05-23,REF0000423
MOV000424,O0394,I0135,Sale,29,2025-10-20,REF0000424
MOV000425,O0301,I0093,Stock In,12,2026-07-19,REF0000425
MOV000426,O0283,I0095,Sale,30,2026-02-21,REF0000426
MOV000427,O0393,I0134,Sale,21,2025-12-01,REF0000427
MOV000428,O0080,I0012,Sale,13,2026-04-23,REF0000428
MOV000429,O0037,I0170,Sale,1,2026-05-13,REF0000429
MOV000430,O0096,I0024,Transfer,12,2025-12-15,REF0000430
MOV000431,O0401,I0141,Stock In,14,2026-08-09,REF0000431
MOV000432,O0463,I0019,Stock In,29,2026-01-10,REF0000432
MOV000433,O0034,I0160,Sale,23,2026-01-16,REF0000433
MOV000434,O0271,I0091,Stock In,16,2026-07-30,REF0000434
MOV000435,O0012,I0170,Transfer,25,2026-05-30,REF0000435
MOV000436,O0331,I0113,Stock In,28,2026-05-28,REF0000436
MOV000437,O0260,I0086,Stock In,2,2026-01-31,REF0000437
MOV000438,O0282,I0093,Stock In,7,2026-07-06,REF0000438
MOV000439,O0492,I0141,Sale,14,2026-02-01,REF0000439
MOV000440,O0179,I0060,Sale,3,2026-08-12,REF0000440
MOV000441,O0192,I0265,Sale,19,2026-08-01,REF0000441
MOV000442,O0183,I0276,Stock In,25,2025-12-11,REF0000442
MOV000443,O0102,I0042,Sale,1,2026-04-07,REF0000443
MOV000444,O0329,I0111,Sale,22,2026-01-22,REF0000444
MOV000445,O0033,I0169,Sale,29,2026-07-25,REF0000445
MOV000446,O0156,I0059,Stock In,10,2026-07-12,REF0000446
MOV000447,O0099,I0018,Adjustment,15,2026-04-30,REF0000447
MOV000448,O0052,I0022,Sale,18,2026-02-18,REF0000448
MOV000449,O0048,I0025,Return,27,2026-05-17,REF0000449
MOV000450,O0349,I0114,Stock In,22,2026-03-19,REF0000450
MOV000451,O0167,I0060,Stock In,17,2025-11-05,REF0000451
MOV000452,O0253,I0088,Stock In,16,2026-05-05,REF0000452
MOV000453,O0001,I0003,Return,15,2026-05-10,REF0000453
MOV000454,O0031,I0197,Sale,13,2026-02-12,REF0000454
MOV000455,O0222,I0080,Sale,10,2025-11-24,REF0000455
MOV000456,O0193,I0263,Stock In,20,2025-10-21,REF0000456
MOV000457,O0127,I0049,Sale,28,2026-04-29,REF0000457
MOV000458,O0194,I0068,Sale,29,2025-09-24,REF0000458
MOV000459,O0096,I0018,Return,10,2026-04-25,REF0000459
MOV000460,O0267,I0090,Stock In,30,2025-10-24,REF0000460
MOV000461,O0124,I0049,Stock In,20,2026-06-03,REF0000461
MOV000462,O0033,I0169,Stock In,15,2025-12-12,REF0000462
MOV000463,O0461,I0023,Sale,25,2026-01-11,REF0000463
MOV000464,O0302,I0097,Stock In,2,2026-06-18,REF0000464
MOV000465,O0114,I0046,Stock In,11,2025-10-25,REF0000465
MOV000466,O0271,I0086,Sale,27,2026-04-15,REF0000466
MOV000467,O0102,I0042,Stock In,10,2026-07-06,REF0000467
MOV000468,O0347,I0117,Sale,11,2025-09-25,REF0000468
MOV000469,O0033,I0189,Stock In,24,2025-11-20,REF0000469
MOV000470,O0040,I0164,Sale,28,2025-09-14,REF0000470
MOV000471,O0471,I0101,Sale,24,2026-01-04,REF0000471
MOV000472,O0177,I0059,Sale,29,2026-03-11,REF0000472
MOV000473,O0271,I0091,Transfer,10,2026-05-25,REF0000473
MOV000474,O0006,I0200,Transfer,29,2025-12-04,REF0000474
MOV000475,O0204,I0074,Transfer,11,2026-03-28,REF0000475
MOV000476,O0002,I0001,Stock In,19,2025-11-30,REF0000476
MOV000477,O0407,I0139,Stock In,25,2025-10-02,REF0000477
MOV000478,O0405,I0139,Sale,24,2025-12-06,REF0000478
MOV000479,O0111,I0048,Transfer,6,2026-01-12,REF0000479
MOV000480,O0372,I0126,Stock In,22,2026-01-06,REF0000480
MOV000481,O0191,I0069,Sale,28,2026-08-31,REF0000481
MOV000482,O0269,I0091,Stock In,29,2025-09-03,REF0000482
MOV000483,O0369,I0122,Sale,14,2026-05-12,REF0000483
MOV000484,O0136,I0057,Sale,14,2025-11-04,REF0000484
MOV000485,O0348,I0114,Stock In,3,2025-11-07,REF0000485
MOV000486,O0274,I0088,Stock In,10,2025-10-24,REF0000486
MOV000487,O0375,I0127,Sale,18,2026-02-27,REF0000487
MOV000488,O0085,I0033,Sale,26,2026-02-14,REF0000488
MOV000489,O0089,I0034,Sale,21,2026-07-31,REF0000489
MOV000490,O0135,I0056,Stock In,22,2025-11-19,REF0000490
MOV000491,O0165,I0064,Stock In,29,2026-08-13,REF0000491
MOV000492,O0144,I0060,Adjustment,3,2025-12-23,REF0000492
MOV000493,O0007,I0167,Sale,8,2026-06-13,REF0000493
MOV000494,O0124,I0052,Stock In,18,2025-11-17,REF0000494
MOV000495,O0337,I0110,Sale,7,2025-12-05,REF0000495
MOV000496,O0456,I0052,Stock In,10,2025-10-16,REF0000496
MOV000497,O0461,I0019,Sale,24,2025-11-21,REF0000497
MOV000498,O0300,I0095,Transfer,8,2025-12-02,REF0000498
MOV000499,O0321,I0113,Transfer,10,2026-01-17,REF0000499
MOV000500,O0300,I0096,Sale,11,2026-05-04,REF0000500
MOV000501,O0022,I0012,Stock In,6,2025-10-05,REF0000501
MOV000502,O0462,I0024,Sale,26,2025-09-20,REF0000502
MOV000503,O0284,I0099,Stock In,28,2025-11-13,REF0000503
MOV000504,O0043,I0020,Sale,12,2026-04-23,REF0000504
MOV000505,O0260,I0090,Sale,22,2026-07-27,REF0000505
MOV000506,O0069,I0029,Sale,9,2026-02-02,REF0000506
MOV000507,O0363,I0122,Sale,9,2025-11-18,REF0000507
MOV000508,O0028,I0010,Sale,8,2025-12-23,REF0000508
MOV000509,O0136,I0057,Sale,8,2026-05-25,REF0000509
MOV000510,O0429,I0032,Sale,28,2026-07-02,REF0000510
MOV000511,O0411,I0024,Stock In,19,2026-07-09,REF0000511
MOV000512,O0470,I0025,Sale,3,2026-02-24,REF0000512
MOV000513,O0174,I0062,Sale,10,2026-04-26,REF0000513
MOV000514,O0424,I0035,Stock In,3,2025-11-18,REF0000514
MOV000515,O0013,I0191,Return,28,2025-12-24,REF0000515
MOV000516,O0069,I0029,Stock In,5,2026-08-15,REF0000516
MOV000517,O0319,I0107,Return,30,2025-10-26,REF0000517
MOV000518,O0178,I0060,Sale,6,2026-03-19,REF0000518
MOV000519,O0013,I0164,Stock In,25,2026-05-11,REF0000519
MOV000520,O0280,I0088,Return,10,2026-01-03,REF0000520
MOV000521,O0208,I0075,Stock In,25,2025-09-23,REF0000521
MOV000522,O0336,I0109,Stock In,26,2026-08-10,REF0000522
MOV000523,O0004,I0194,Stock In,27,2026-04-29,REF0000523
MOV000524,O0205,I0072,Stock In,13,2025-09-15,REF0000524
MOV000525,O0209,I0072,Return,1,2026-01-20,REF0000525
MOV000526,O0190,I0270,Sale,11,2026-06-26,REF0000526
MOV000527,O0221,I0080,Stock In,28,2025-11-15,REF0000527
MOV000528,O0491,I0142,Adjustment,19,2026-01-31,REF0000528
MOV000529,O0010,I0166,Stock In,21,2026-07-25,REF0000529
MOV000530,O0156,I0058,Sale,26,2026-02-20,REF0000530
MOV000531,O0100,I0025,Return,18,2026-08-20,REF0000531
MOV000532,O0003,I0171,Sale,21,2026-07-19,REF0000532
MOV000533,O0499,I0141,Stock In,27,2026-06-15,REF0000533
MOV000534,O0379,I0128,Sale,2,2026-07-01,REF0000534
MOV000535,O0405,I0139,Stock In,7,2026-05-23,REF0000535
MOV000536,O0211,I0075,Sale,8,2025-12-20,REF0000536
MOV000537,O0193,I0272,Sale,6,2026-03-14,REF0000537
MOV000538,O0132,I0056,Stock In,6,2026-03-01,REF0000538
MOV000539,O0494,I0138,Transfer,25,2026-03-18,REF0000539
MOV000540,O0320,I0107,Sale,22,2025-12-27,REF0000540
MOV000541,O0182,I0067,Stock In,24,2026-05-16,REF0000541
MOV000542,O0414,I0019,Stock In,20,2026-05-24,REF0000542
MOV000543,O0002,I0200,Stock In,18,2026-04-01,REF0000543
MOV000544,O0019,I0192,Sale,24,2026-04-05,REF0000544
MOV000545,O0363,I0122,Stock In,18,2026-04-16,REF0000545
MOV000546,O0486,I0019,Stock In,21,2025-10-21,REF0000546
MOV000547,O0420,I0019,Sale,23,2025-12-15,REF0000547
MOV000548,O0142,I0060,Transfer,6,2026-05-02,REF0000548
MOV000549,O0188,I0066,Sale,27,2025-12-05,REF0000549
MOV000550,O0280,I0090,Sale,26,2026-07-11,REF0000550
MOV000551,O0193,I0271,Stock In,19,2026-07-15,REF0000551
MOV000552,O0257,I0091,Stock In,21,2026-02-02,REF0000552
MOV000553,O0398,I0135,Stock In,15,2026-08-28,REF0000553
MOV000554,O0371,I0129,Stock In,1,2025-12-08,REF0000554
MOV000555,O0442,I0075,Sale,20,2026-07-18,REF0000555
MOV000556,O0295,I0096,Stock In,21,2026-01-31,REF0000556
MOV000557,O0195,I0268,Sale,27,2025-11-10,REF0000557
MOV000558,O0183,I0268,Stock In,3,2026-06-03,REF0000558
MOV000559,O0198,I0272,Transfer,27,2026-02-12,REF0000559
MOV000560,O0282,I0096,Sale,3,2026-06-26,REF0000560
MOV000561,O0007,I0192,Sale,25,2025-11-20,REF0000561
MOV000562,O0189,I0276,Stock In,7,2026-05-30,REF0000562
MOV000563,O0276,I0090,Sale,28,2026-05-25,REF0000563
MOV000564,O0084,I0036,Sale,20,2026-05-17,REF0000564
MOV000565,O0130,I0051,Adjustment,1,2026-01-05,REF0000565
MOV000566,O0158,I0064,Stock In,10,2026-02-28,REF0000566
MOV000567,O0459,I0049,Sale,26,2026-07-13,REF0000567
MOV000568,O0277,I0090,Sale,4,2026-01-21,REF0000568
MOV000569,O0302,I0096,Stock In,1,2026-04-29,REF0000569
MOV000570,O0181,I0268,Stock In,11,2026-01-17,REF0000570
MOV000571,O0250,I0084,Sale,5,2026-04-18,REF0000571
MOV000572,O0151,I0061,Sale,21,2026-07-12,REF0000572
MOV000573,O0368,I0125,Stock In,5,2025-10-16,REF0000573
MOV000574,O0301,I0097,Sale,21,2026-06-07,REF0000574
MOV000575,O0045,I0019,Sale,12,2026-02-22,REF0000575
MOV000576,O0176,I0063,Stock In,24,2025-09-10,REF0000576
MOV000577,O0047,I0023,Transfer,18,2025-11-23,REF0000577
MOV000578,O0489,I0025,Stock In,3,2026-05-28,REF0000578
MOV000579,O0467,I0020,Sale,21,2026-04-24,REF0000579
MOV000580,O0349,I0115,Sale,29,2026-04-22,REF0000580
MOV000581,O0048,I0018,Stock In,2,2026-07-04,REF0000581
MOV000582,O0389,I0133,Sale,21,2025-09-27,REF0000582
MOV000583,O0429,I0032,Sale,13,2026-07-17,REF0000583
MOV000584,O0332,I0113,Transfer,6,2026-07-13,REF0000584
MOV000585,O0271,I0091,Stock In,5,2026-06-14,REF0000585
MOV000586,O0484,I0018,Sale,29,2025-09-27,REF0000586
MOV000587,O0373,I0127,Sale,8,2026-02-24,REF0000587
MOV000588,O0084,I0037,Transfer,15,2025-10-14,REF0000588
MOV000589,O0325,I0109,Stock In,24,2026-08-06,REF0000589
MOV000590,O0005,I0193,Sale,5,2025-12-17,REF0000590
MOV000591,O0267,I0088,Sale,30,2026-06-19,REF0000591
MOV000592,O0082,I0032,Sale,5,2026-01-03,REF0000592
MOV000593,O0341,I0114,Stock In,23,2025-10-15,REF0000593
MOV000594,O0159,I0063,Sale,9,2026-03-22,REF0000594
MOV000595,O0483,I0025,Return,18,2026-07-24,REF0000595
MOV000596,O0452,I0049,Sale,5,2025-10-29,REF0000596
MOV000597,O0319,I0106,Sale,3,2025-11-12,REF0000597
MOV000598,O0188,I0274,Stock In,24,2025-12-06,REF0000598
MOV000599,O0428,I0036,Adjustment,11,2025-12-20,REF0000599
MOV000600,O0236,I0077,Stock In,5,2026-03-02,REF0000600
MOV000601,O0479,I0103,Adjustment,16,2026-03-10,REF0000601
MOV000602,O0033,I0170,Stock In,28,2026-01-17,REF0000602
MOV000603,O0348,I0116,Sale,15,2026-01-18,REF0000603
MOV000604,O0256,I0090,Adjustment,15,2026-06-01,REF0000604
MOV000605,O0379,I0128,Sale,14,2025-09-27,REF0000605
MOV000606,O0031,I0168,Transfer,4,2026-03-30,REF0000606
MOV000607,O0053,I0023,Stock In,30,2026-06-23,REF0000607
MOV000608,O0032,I0198,Stock In,13,2025-12-06,REF0000608
MOV000609,O0177,I0060,Sale,19,2026-02-04,REF0000609
MOV000610,O0181,I0268,Stock In,4,2025-10-11,REF0000610
MOV000611,O0291,I0096,Sale,27,2026-01-10,REF0000611
MOV000612,O0014,I0199,Transfer,29,2026-05-05,REF0000612
MOV000613,O0167,I0063,Return,29,2026-05-08,REF0000613
MOV000614,O0219,I0073,Sale,30,2026-02-26,REF0000614
MOV000615,O0270,I0090,Sale,18,2025-12-18,REF0000615
MOV000616,O0047,I0018,Transfer,3,2026-02-12,REF0000616
MOV000617,O0008,I0169,Stock In,11,2026-07-18,REF0000617
MOV000618,O0071,I0013,Stock In,30,2025-09-27,REF0000618
MOV000619,O0162,I0065,Sale,21,2026-04-30,REF0000619
MOV000620,O0052,I0021,Sale,30,2025-10-16,REF0000620
MOV000621,O0093,I0020,Sale,15,2026-07-05,REF0000621
MOV000622,O0205,I0073,Sale,4,2026-02-09,REF0000622
MOV000623,O0128,I0049,Adjustment,14,2026-04-23,REF0000623
MOV000624,O0347,I0117,Sale,22,2025-11-01,REF0000624
MOV000625,O0319,I0105,Transfer,11,2026-01-17,REF0000625
MOV000626,O0174,I0062,Sale,8,2025-12-23,REF0000626
MOV000627,O0437,I0057,Sale,28,2026-07-10,REF0000627
MOV000628,O0182,I0274,Sale,11,2025-10-08,REF0000628
MOV000629,O0465,I0023,Return,11,2026-06-24,REF0000629
MOV000630,O0183,I0263,Stock In,6,2025-09-03,REF0000630
MOV000631,O0306,I0094,Sale,25,2026-04-12,REF0000631
MOV000632,O0096,I0022,Stock In,16,2026-06-19,REF0000632
MOV000633,O0088,I0035,Sale,30,2026-01-26,REF0000633
MOV000634,O0140,I0055,Return,24,2025-09-26,REF0000634
MOV000635,O0497,I0141,Sale,30,2026-07-20,REF0000635
MOV000636,O0009,I0196,Return,1,2026-07-13,REF0000636
MOV000637,O0010,I0162,Sale,18,2026-08-04,REF0000637
MOV000638,O0195,I0069,Stock In,9,2026-06-03,REF0000638
MOV000639,O0308,I0094,Return,17,2026-07-27,REF0000639
MOV000640,O0049,I0020,Stock In,15,2025-09-03,REF0000640
MOV000641,O0338,I0111,Transfer,11,2026-04-18,REF0000641
MOV000642,O0176,I0060,Return,8,2026-02-10,REF0000642
MOV000643,O0013,I0009,Sale,25,2026-07-30,REF0000643
MOV000644,O0082,I0037,Sale,7,2026-07-23,REF0000644
MOV000645,O0001,I0162,Sale,19,2026-08-18,REF0000645
MOV000646,O0429,I0033,Sale,24,2025-10-11,REF0000646
MOV000647,O0084,I0037,Return,27,2025-09-08,REF0000647
MOV000648,O0342,I0115,Sale,19,2026-05-04,REF0000648
MOV000649,O0180,I0063,Sale,11,2026-08-18,REF0000649
MOV000650,O0281,I0099,Sale,12,2026-06-29,REF0000650
MOV000651,O0300,I0096,Stock In,23,2025-09-11,REF0000651
MOV000652,O0224,I0080,Sale,2,2025-11-12,REF0000652
MOV000653,O0277,I0089,Stock In,12,2025-09-06,REF0000653
MOV000654,O0424,I0033,Stock In,7,2026-04-18,REF0000654
MOV000655,O0286,I0093,Sale,13,2026-01-10,REF0000655
MOV000656,O0081,I0036,Sale,9,2025-11-15,REF0000656
MOV000657,O0327,I0112,Sale,29,2025-10-28,REF0000657
MOV000658,O0441,I0073,Sale,25,2026-04-02,REF0000658
MOV000659,O0198,I0268,Stock In,11,2026-04-14,REF0000659
MOV000660,O0184,I0276,Sale,18,2025-10-21,REF0000660
MOV000661,O0150,I0061,Stock In,6,2026-05-06,REF0000661
MOV000662,O0414,I0023,Sale,17,2026-01-25,REF0000662
MOV000663,O0211,I0074,Sale,2,2025-12-21,REF0000663
MOV000664,O0248,I0083,Stock In,23,2025-12-20,REF0000664
MOV000665,O0150,I0065,Sale,25,2025-11-27,REF0000665
MOV000666,O0267,I0087,Stock In,10,2026-07-16,REF0000666
MOV000667,O0343,I0114,Stock In,30,2026-01-20,REF0000667
MOV000668,O0275,I0086,Sale,6,2026-08-27,REF0000668
MOV000669,O0331,I0110,Transfer,23,2026-03-01,REF0000669
MOV000670,O0146,I0065,Transfer,24,2025-09-14,REF0000670
MOV000671,O0063,I0031,Stock In,15,2026-08-29,REF0000671
MOV000672,O0322,I0113,Return,8,2026-06-09,REF0000672
MOV000673,O0432,I0054,Stock In,23,2025-09-19,REF0000673
MOV000674,O0188,I0266,Sale,18,2026-05-09,REF0000674
MOV000675,O0181,I0275,Sale,5,2026-05-29,REF0000675
MOV000676,O0239,I0077,Stock In,22,2026-01-12,REF0000676
MOV000677,O0277,I0089,Stock In,24,2026-01-03,REF0000677
MOV000678,O0376,I0127,Sale,26,2026-07-08,REF0000678
MOV000679,O0370,I0122,Stock In,30,2026-03-24,REF0000679
MOV000680,O0222,I0078,Return,11,2026-03-05,REF0000680
MOV000681,O0129,I0051,Sale,23,2026-06-26,REF0000681
MOV000682,O0086,I0035,Adjustment,14,2026-05-10,REF0000682
MOV000683,O0306,I0095,Sale,29,2026-06-08,REF0000683
MOV000684,O0460,I0049,Sale,18,2025-11-24,REF0000684
MOV000685,O0320,I0107,Sale,26,2025-10-10,REF0000685
MOV000686,O0500,I0140,Stock In,3,2025-12-07,REF0000686
MOV000687,O0402,I0139,Transfer,16,2026-08-23,REF0000687
MOV000688,O0217,I0076,Sale,5,2026-06-05,REF0000688
MOV000689,O0192,I0066,Sale,24,2025-12-15,REF0000689
MOV000690,O0003,I0003,Sale,25,2026-08-16,REF0000690
MOV000691,O0288,I0099,Stock In,8,2025-10-19,REF0000691
MOV000692,O0008,I0003,Adjustment,12,2026-04-20,REF0000692
MOV000693,O0105,I0038,Stock In,7,2026-05-18,REF0000693
MOV000694,O0182,I0265,Sale,27,2025-12-20,REF0000694
MOV000695,O0102,I0039,Sale,26,2026-08-01,REF0000695
MOV000696,O0017,I0172,Transfer,7,2026-07-18,REF0000696
MOV000697,O0006,I0160,Sale,26,2026-07-27,REF0000697
MOV000698,O0346,I0115,Sale,24,2026-02-08,REF0000698
MOV000699,O0321,I0109,Sale,21,2025-12-22,REF0000699
MOV000700,O0370,I0124,Sale,2,2026-06-11,REF0000700
MOV000701,O0015,I0191,Stock In,8,2026-04-27,REF0000701
MOV000702,O0263,I0087,Transfer,1,2026-02-07,REF0000702
MOV000703,O0072,I0012,Stock In,21,2026-01-10,REF0000703
MOV000704,O0212,I0073,Stock In,15,2026-06-10,REF0000704
MOV000705,O0198,I0271,Adjustment,28,2026-02-22,REF0000705
MOV000706,O0490,I0018,Return,2,2026-02-09,REF0000706
MOV000707,O0124,I0051,Stock In,5,2026-05-18,REF0000707
MOV000708,O0196,I0272,Stock In,24,2026-08-29,REF0000708
MOV000709,O0055,I0019,Stock In,26,2026-06-19,REF0000709
MOV000710,O0050,I0025,Sale,26,2026-05-30,REF0000710
MOV000711,O0268,I0086,Return,7,2026-07-07,REF0000711
MOV000712,O0319,I0107,Transfer,17,2026-02-09,REF0000712
MOV000713,O0276,I0089,Sale,8,2025-10-19,REF0000713
MOV000714,O0190,I0067,Stock In,29,2026-05-10,REF0000714
MOV000715,O0275,I0086,Stock In,8,2026-04-05,REF0000715
MOV000716,O0184,I0267,Stock In,7,2026-05-24,REF0000716
MOV000717,O0040,I0160,Return,24,2026-08-14,REF0000717
MOV000718,O0099,I0021,Return,6,2026-04-28,REF0000718
MOV000719,O0260,I0092,Sale,11,2026-07-26,REF0000719
MOV000720,O0009,I0004,Sale,4,2026-07-26,REF0000720
MOV000721,O0151,I0065,Sale,11,2025-10-16,REF0000721
MOV000722,O0134,I0056,Sale,16,2026-07-24,REF0000722
MOV000723,O0082,I0033,Transfer,3,2025-09-01,REF0000723
MOV000724,O0281,I0097,Adjustment,11,2026-04-04,REF0000724
MOV000725,O0266,I0086,Sale,27,2026-04-08,REF0000725
MOV000726,O0053,I0022,Adjustment,18,2025-12-24,REF0000726
MOV000727,O0216,I0072,Stock In,10,2026-02-11,REF0000727
MOV000728,O0348,I0114,Stock In,30,2025-11-02,REF0000728
MOV000729,O0338,I0109,Return,21,2026-08-26,REF0000729
MOV000730,O0318,I0108,Stock In,11,2025-12-08,REF0000730
MOV000731,O0047,I0020,Transfer,12,2025-11-24,REF0000731
MOV000732,O0315,I0108,Adjustment,23,2026-01-15,REF0000732
MOV000733,O0195,I0277,Sale,6,2026-06-21,REF0000733
MOV000734,O0189,I0271,Sale,16,2025-10-13,REF0000734
MOV000735,O0402,I0142,Sale,20,2026-01-06,REF0000735
MOV000736,O0339,I0110,Stock In,20,2025-10-26,REF0000736
MOV000737,O0017,I0167,Sale,15,2026-02-01,REF0000737
MOV000738,O0285,I0094,Sale,6,2026-08-26,REF0000738
MOV000739,O0114,I0044,Transfer,16,2026-05-23,REF0000739
MOV000740,O0412,I0022,Transfer,17,2026-08-10,REF0000740
MOV000741,O0240,I0078,Sale,6,2025-09-06,REF0000741
MOV000742,O0267,I0090,Sale,16,2026-04-15,REF0000742
MOV000743,O0100,I0025,Transfer,5,2025-11-14,REF0000743
MOV000744,O0224,I0081,Adjustment,30,2026-08-20,REF0000744
MOV000745,O0093,I0019,Sale,29,2025-11-10,REF0000745
MOV000746,O0415,I0018,Stock In,18,2025-12-08,REF0000746
MOV000747,O0309,I0093,Sale,11,2025-11-03,REF0000747
MOV000748,O0004,I0165,Sale,3,2025-11-03,REF0000748
MOV000749,O0109,I0041,Sale,22,2025-09-01,REF0000749
MOV000750,O0002,I0165,Stock In,14,2026-04-21,REF0000750
MOV000751,O0022,I0010,Stock In,12,2026-02-04,REF0000751
MOV000752,O0494,I0139,Sale,14,2026-01-29,REF0000752
MOV000753,O0071,I0015,Stock In,5,2025-11-03,REF0000753
MOV000754,O0140,I0054,Transfer,21,2025-09-30,REF0000754
MOV000755,O0407,I0142,Sale,3,2025-09-07,REF0000755
MOV000756,O0004,I0007,Stock In,5,2026-06-11,REF0000756
MOV000757,O0407,I0142,Stock In,26,2026-03-01,REF0000757
MOV000758,O0010,I0201,Stock In,21,2025-12-24,REF0000758
MOV000759,O0064,I0028,Return,16,2026-04-15,REF0000759
MOV000760,O0363,I0122,Sale,13,2026-07-09,REF0000760
MOV000761,O0015,I0168,Stock In,1,2025-10-08,REF0000761
MOV000762,O0039,I0158,Sale,17,2026-06-17,REF0000762
MOV000763,O0480,I0101,Stock In,26,2026-03-10,REF0000763
MOV000764,O0466,I0019,Stock In,29,2026-07-07,REF0000764
MOV000765,O0375,I0129,Sale,12,2025-12-15,REF0000765
MOV000766,O0168,I0065,Transfer,5,2026-06-16,REF0000766
MOV000767,O0441,I0072,Transfer,1,2026-07-30,REF0000767
MOV000768,O0407,I0142,Adjustment,6,2026-03-20,REF0000768
MOV000769,O0376,I0129,Sale,17,2025-09-16,REF0000769
MOV000770,O0042,I0021,Sale,9,2026-02-16,REF0000770
MOV000771,O0056,I0019,Sale,5,2026-08-29,REF0000771
MOV000772,O0170,I0061,Adjustment,9,2026-05-18,REF0000772
MOV000773,O0077,I0016,Stock In,29,2026-01-13,REF0000773
MOV000774,O0255,I0087,Sale,23,2026-01-03,REF0000774
MOV000775,O0462,I0025,Stock In,4,2026-04-21,REF0000775
MOV000776,O0097,I0023,Stock In,9,2026-02-06,REF0000776
MOV000777,O0418,I0025,Sale,6,2026-08-28,REF0000777
MOV000778,O0284,I0098,Sale,3,2026-06-08,REF0000778
MOV000779,O0123,I0051,Adjustment,15,2026-07-17,REF0000779
MOV000780,O0003,I0165,Sale,13,2026-05-06,REF0000780
MOV000781,O0206,I0075,Stock In,19,2026-07-15,REF0000781
MOV000782,O0115,I0045,Sale,9,2026-05-25,REF0000782
MOV000783,O0066,I0029,Sale,13,2026-05-17,REF0000783
MOV000784,O0147,I0059,Stock In,18,2026-04-30,REF0000784
MOV000785,O0412,I0021,Stock In,26,2026-01-18,REF0000785
MOV000786,O0038,I0170,Sale,14,2025-11-21,REF0000786
MOV000787,O0275,I0086,Sale,12,2026-07-30,REF0000787
MOV000788,O0096,I0022,Stock In,6,2026-04-05,REF0000788
MOV000789,O0473,I0104,Sale,19,2026-01-17,REF0000789
MOV000790,O0183,I0269,Transfer,9,2026-01-18,REF0000790
MOV000791,O0391,I0137,Adjustment,12,2026-08-02,REF0000791
MOV000792,O0013,I0166,Sale,1,2026-07-27,REF0000792
MOV000793,O0181,I0271,Sale,24,2026-02-22,REF0000793
MOV000794,O0001,I0202,Stock In,6,2026-01-15,REF0000794
MOV000795,O0086,I0032,Sale,7,2026-07-12,REF0000795
MOV000796,O0218,I0074,Sale,13,2026-02-24,REF0000796
MOV000797,O0076,I0015,Sale,14,2025-11-06,REF0000797
MOV000798,O0048,I0023,Stock In,5,2026-07-13,REF0000798
MOV000799,O0331,I0111,Adjustment,23,2025-12-15,REF0000799
MOV000800,O0091,I0018,Stock In,28,2026-07-24,REF0000800
MOV000801,O0392,I0135,Sale,16,2026-02-20,REF0000801
MOV000802,O0019,I0197,Sale,3,2026-05-22,REF0000802
MOV000803,O0175,I0059,Sale,4,2025-10-28,REF0000803
MOV000804,O0237,I0081,Sale,6,2025-09-01,REF0000804
MOV000805,O0024,I0016,Transfer,12,2026-08-14,REF0000805
MOV000806,O0447,I0076,Stock In,25,2026-08-18,REF0000806
MOV000807,O0040,I0171,Transfer,3,2026-07-12,REF0000807
MOV000808,O0091,I0018,Sale,9,2025-12-16,REF0000808
MOV000809,O0042,I0018,Return,23,2026-06-16,REF0000809
MOV000810,O0438,I0054,Sale,16,2025-09-02,REF0000810
MOV000811,O0392,I0137,Adjustment,30,2025-09-26,REF0000811
MOV000812,O0121,I0051,Sale,16,2026-05-05,REF0000812
MOV000813,O0339,I0111,Stock In,7,2025-10-21,REF0000813
MOV000814,O0035,I0009,Return,25,2025-09-23,REF0000814
MOV000815,O0198,I0267,Sale,22,2026-02-09,REF0000815
MOV000816,O0001,I0162,Transfer,23,2025-12-26,REF0000816
MOV000817,O0060,I0021,Sale,3,2026-07-13,REF0000817
MOV000818,O0052,I0023,Sale,6,2026-07-25,REF0000818
MOV000819,O0303,I0096,Sale,6,2025-11-10,REF0000819
MOV000820,O0311,I0105,Stock In,2,2025-11-23,REF0000820
MOV000821,O0200,I0267,Stock In,16,2026-04-17,REF0000821
MOV000822,O0361,I0122,Adjustment,26,2025-12-27,REF0000822
MOV000823,O0159,I0059,Sale,13,2025-11-27,REF0000823
MOV000824,O0214,I0073,Stock In,14,2026-07-08,REF0000824
MOV000825,O0270,I0086,Stock In,14,2026-01-09,REF0000825
MOV000826,O0304,I0094,Stock In,29,2025-11-21,REF0000826
MOV000827,O0165,I0062,Adjustment,30,2026-02-14,REF0000827
MOV000828,O0138,I0057,Stock In,30,2025-10-09,REF0000828
MOV000829,O0280,I0091,Return,11,2025-09-25,REF0000829
MOV000830,O0013,I0166,Sale,5,2026-07-10,REF0000830
MOV000831,O0018,I0158,Sale,4,2026-04-13,REF0000831
MOV000832,O0194,I0273,Stock In,3,2026-01-06,REF0000832
MOV000833,O0105,I0038,Sale,24,2025-11-25,REF0000833
