attendance_id,staff_id,date,status,hours_worked
A000629,S00063,2026-08-09,Present,8.2
A000630,S00063,2026-08-10,Present,8.6
A000631,S00064,2026-08-01,Present,8.8
A000632,S00064,2026-08-02,Present,8.4
A000633,S00064,2026-08-03,Present,7.3
A000634,S00064,2026-08-04,Present,8.3
A000635,S00064,2026-08-05,Present,8.0
A000636,S00064,2026-08-06,Present,7.8
A000637,S00064,2026-08-07,Absent,0.0
A000638,S00064,2026-08-08,Present,7.2
A000639,S00064,2026-08-09,Present,7.3
A000640,S00064,2026-08-10,Half Day,5.0
A000641,S00065,2026-08-01,Present,8.6
A000642,S00065,2026-08-02,Present,9.8
A000643,S00065,2026-08-03,Present,9.0
A000644,S00065,2026-08-04,Absent,0.0
A000645,S00065,2026-08-05,Present,8.2
A000646,S00065,2026-08-06,Absent,0.0
A000647,S00065,2026-08-07,Present,9.3
A000648,S00065,2026-08-08,Present,8.8
A000649,S00065,2026-08-09,Present,9.9
A000650,S00065,2026-08-10,Absent,0.0
A000651,S00066,2026-08-01,Present,9.2
A000652,S00066,2026-08-02,Present,9.4
A000653,S00066,2026-08-03,Present,8.1
A000654,S00066,2026-08-04,Present,9.6
A000655,S00066,2026-08-05,Present,9.1
A000656,S00066,2026-08-06,Present,7.6
A000657,S00066,2026-08-07,Present,8.5
A000658,S00066,2026-08-08,Half Day,4.0
A000659,S00066,2026-08-09,Present,7.6
A000660,S00066,2026-08-10,Present,10.0
A000661,S00067,2026-08-01,Present,9.3
A000662,S00067,2026-08-02,Present,7.1
A000663,S00067,2026-08-03,Present,8.6
A000664,S00067,2026-08-04,Present,7.4
A000665,S00067,2026-08-05,Present,7.9
A000666,S00067,2026-08-06,Present,7.6
A000667,S00067,2026-08-07,Present,9.6
A000668,S00067,2026-08-08,Present,8.4
A000669,S00067,2026-08-09,Present,7.6
A000670,S00067,2026-08-10,Present,9.4
A000671,S00068,2026-08-01,Present,8.2
A000672,S00068,2026-08-02,Present,8.8
A000673,S00068,2026-08-03,Present,8.8
A000674,S00068,2026-08-04,Present,8.0
A000675,S00068,2026-08-05,Present,8.0
A000676,S00068,2026-08-06,Present,7.9
A000677,S00068,2026-08-07,Absent,0.0
A000678,S00068,2026-08-08,Present,7.6
A000679,S00068,2026-08-09,Half Day,3.9
A000680,S00068,2026-08-10,Present,7.3
A000681,S00069,2026-08-01,Present,10.0
A000682,S00069,2026-08-02,Present,7.0
A000683,S00069,2026-08-03,Present,9.6
A000684,S00069,2026-08-04,Present,9.2
A000685,S00069,2026-08-05,Present,9.2
A000686,S00069,2026-08-06,Present,8.2
A000687,S00069,2026-08-07,Present,8.3
A000688,S00069,2026-08-08,Half Day,4.5
A000689,S00069,2026-08-09,Present,9.1
A000690,S00069,2026-08-10,Present,7.5
A000691,S00070,2026-08-01,Present,8.9
A000692,S00070,2026-08-02,Present,7.3
A000693,S00070,2026-08-03,Present,7.8
A000694,S00070,2026-08-04,Half Day,4.8
A000695,S00070,2026-08-05,Present,9.3
A000696,S00070,2026-08-06,Absent,0.0
A000697,S00070,2026-08-07,Present,8.5
A000698,S00070,2026-08-08,Present,9.9
A000699,S00070,2026-08-09,Present,9.7
A000700,S00070,2026-08-10,Present,7.8
A000701,S00071,2026-08-01,Present,8.6
A000702,S00071,2026-08-02,Present,7.6
A000703,S00071,2026-08-03,Present,8.3
A000704,S00071,2026-08-04,Present,8.4
A000705,S00071,2026-08-05,Present,8.0
A000706,S00071,2026-08-06,Present,7.7
A000707,S00071,2026-08-07,Present,7.9
A000708,S00071,2026-08-08,Present,8.1
A000709,S00071,2026-08-09,Present,8.5
A000710,S00071,2026-08-10,Present,7.6
A000711,S00072,2026-08-01,Present,9.0
A000712,S00072,2026-08-02,Present,7.8
A000713,S00072,2026-08-03,Present,7.2
A000714,S00072,2026-08-04,Half Day,4.7
A000715,S00072,2026-08-05,Half Day,3.2
A000716,S00072,2026-08-06,Absent,0.0
A000717,S00072,2026-08-07,Present,8.3
A000718,S00072,2026-08-08,Present,8.6
A000719,S00072,2026-08-09,Present,9.7
A000720,S00072,2026-08-10,Present,9.5
A000721,S00073,2026-08-01,Present,7.2
A000722,S00073,2026-08-02,Present,7.7
A000723,S00073,2026-08-03,Present,8.1
A000724,S00073,2026-08-04,Absent,0.0
A000725,S00073,2026-08-05,Present,9.8
A000726,S00073,2026-08-06,Present,9.6
A000727,S00073,2026-08-07,Absent,0.0
A000728,S00073,2026-08-08,Present,7.6
A000729,S00073,2026-08-09,Present,10.0
A000730,S00073,2026-08-10,Present,9.5
A000731,S00074,2026-08-01,Present,9.4
A000732,S00074,2026-08-02,Present,9.4
A000733,S00074,2026-08-03,Present,8.4
A000734,S00074,2026-08-04,Present,7.0
A000735,S00074,2026-08-05,Absent,0.0
A000736,S00074,2026-08-06,Present,9.5
A000737,S00074,2026-08-07,Half Day,4.4
A000738,S00074,2026-08-08,Present,9.6
A000739,S00074,2026-08-09,Present,7.9
A000740,S00074,2026-08-10,Present,8.1
A000741,S00075,2026-08-01,Present,8.5
A000742,S00075,2026-08-02,Present,7.6
A000743,S00075,2026-08-03,Present,9.0
A000744,S00075,2026-08-04,Present,8.5
A000745,S00075,2026-08-05,Present,7.6
A000746,S00075,2026-08-06,Absent,0.0
A000747,S00075,2026-08-07,Present,7.4
A000748,S00075,2026-08-08,Present,7.4
A000749,S00075,2026-08-09,Absent,0.0
A000750,S00075,2026-08-10,Half Day,4.6
A000751,S00076,2026-08-01,Present,9.5
A000752,S00076,2026-08-02,Present,7.2
A000753,S00076,2026-08-03,Present,9.0
A000754,S00076,2026-08-04,Half Day,4.0
A000755,S00076,2026-08-05,Present,7.4
A000756,S00076,2026-08-06,Present,8.0
A000757,S00076,2026-08-07,Present,8.5
A000758,S00076,2026-08-08,Present,8.0
A000759,S00076,2026-08-09,Present,7.8
A000760,S00076,2026-08-10,Absent,0.0
A000761,S00077,2026-08-01,Present,9.9
A000762,S00077,2026-08-02,Present,9.4
A000763,S00077,2026-08-03,Present,8.0
A000764,S00077,2026-08-04,Present,8.1
A000765,S00077,2026-08-05,Present,7.8
A000766,S00077,2026-08-06,Present,9.8
A000767,S00077,2026-08-07,Present,9.3
A000768,S00077,2026-08-08,Present,9.9
A000769,S00077,2026-08-09,Present,7.5
A000770,S00077,2026-08-10,Present,9.6
A000771,S00078,2026-08-01,Present,7.2
A000772,S00078,2026-08-02,Present,9.9
A000773,S00078,2026-08-03,Present,9.0
A000774,S00078,2026-08-04,Present,7.3
A000775,S00078,2026-08-05,Present,7.1
A000776,S00078,2026-08-06,Present,7.5
A000777,S00078,2026-08-07,Present,8.0
A000778,S00078,2026-08-08,Present,8.1
A000779,S00078,2026-08-09,Present,8.4
A000780,S00078,2026-08-10,Present,9.7
A000781,S00079,2026-08-01,Present,8.9
A000782,S00079,2026-08-02,Present,9.8
A000783,S00079,2026-08-03,Absent,0.0
A000784,S00079,2026-08-04,Present,7.7
A000785,S00079,2026-08-05,Absent,0.0
A000786,S00079,2026-08-06,Present,7.3
A000787,S00079,2026-08-07,Half Day,3.4
A000788,S00079,2026-08-08,Present,7.4
A000789,S00079,2026-08-09,Present,8.0
A000790,S00079,2026-08-10,Present,7.9
A000791,S00080,2026-08-01,Present,7.6
A000792,S00080,2026-08-02,Present,8.4
A000793,S00080,2026-08-03,Present,8.4
A000794,S00080,2026-08-04,Present,7.4
A000795,S00080,2026-08-05,Present,9.1
A000796,S00080,2026-08-06,Present,7.0
A000797,S00080,2026-08-07,Present,9.5
A000798,S00080,2026-08-08,Present,7.7
A000799,S00080,2026-08-09,Present,9.9
A000800,S00080,2026-08-10,Present,9.9
A000801,S00081,2026-08-01,Half Day,4.7
A000802,S00081,2026-08-02,Present,7.9
A000803,S00081,2026-08-03,Present,7.5
A000804,S00081,2026-08-04,Present,7.1
A000805,S00081,2026-08-05,Present,9.7
A000806,S00081,2026-08-06,Present,8.0
A000807,S00081,2026-08-07,Present,9.3
A000808,S00081,2026-08-08,Present,8.7
A000809,S00081,2026-08-09,Half Day,4.6
A000810,S00081,2026-08-10,Absent,0.0
A000811,S00082,2026-08-01,Present,7.5
A000812,S00082,2026-08-02,Present,7.6
A000813,S00082,2026-08-03,Present,9.0
A000814,S00082,2026-08-04,Half Day,3.6
A000815,S00082,2026-08-05,Half Day,4.7
A000816,S00082,2026-08-06,Present,8.5
A000817,S00082,2026-08-07,Present,8.2
A000818,S00082,2026-08-08,Present,9.7
A000819,S00082,2026-08-09,Present,7.7
A000820,S00082,2026-08-10,Present,7.6
A000821,S00083,2026-08-01,Present,7.4
A000822,S00083,2026-08-02,Present,7.7
A000823,S00083,2026-08-03,Present,8.4
A000824,S00083,2026-08-04,Present,9.8
A000825,S00083,2026-08-05,Half Day,3.8
A000826,S00083,2026-08-06,Present,7.0
A000827,S00083,2026-08-07,Present,7.4
A000828,S00083,2026-08-08,Present,8.2
A000829,S00083,2026-08-09,Present,9.5
A000830,S00083,2026-08-10,Present,8.9
A000831,S00084,2026-08-01,Present,7.4
A000832,S00084,2026-08-02,Present,7.8
A000833,S00084,2026-08-03,Present,7.3
A000834,S00084,2026-08-04,Present,9.1
A000835,S00084,2026-08-05,Present,8.1
A000836,S00084,2026-08-06,Present,9.4
A000837,S00084,2026-08-07,Present,7.3
A000838,S00084,2026-08-08,Present,9.6
A000839,S00084,2026-08-09,Present,7.7
A000840,S00084,2026-08-10,Present,7.8
A000841,S00085,2026-08-01,Present,7.1
A000842,S00085,2026-08-02,Present,9.5
A000843,S00085,2026-08-03,Present,7.1
A000844,S00085,2026-08-04,Present,8.5
A000845,S00085,2026-08-05,Present,7.6
A000846,S00085,2026-08-06,Present,8.6
A000847,S00085,2026-08-07,Present,8.0
A000848,S00085,2026-08-08,Present,9.0
A000849,S00085,2026-08-09,Half Day,4.7
A000850,S00085,2026-08-10,Half Day,4.7
A000851,S00086,2026-08-01,Present,8.5
A000852,S00086,2026-08-02,Absent,0.0
A000853,S00086,2026-08-03,Present,9.1
A000854,S00086,2026-08-04,Present,8.4
A000855,S00086,2026-08-05,Present,8.3
A000856,S00086,2026-08-06,Present,10.0
A000857,S00086,2026-08-07,Half Day,3.2
A000858,S00086,2026-08-08,Present,7.2
A000859,S00086,2026-08-09,Present,9.2
A000860,S00086,2026-08-10,Present,9.3
A000861,S00087,2026-08-01,Present,7.9
A000862,S00087,2026-08-02,Present,7.6
A000863,S00087,2026-08-03,Half Day,3.8
A000864,S00087,2026-08-04,Present,9.0
A000865,S00087,2026-08-05,Present,9.7
A000866,S00087,2026-08-06,Present,8.2
A000867,S00087,2026-08-07,Present,9.6
A000868,S00087,2026-08-08,Present,7.4
A000869,S00087,2026-08-09,Present,7.0
A000870,S00087,2026-08-10,Present,9.7
A000871,S00088,2026-08-01,Present,9.0
A000872,S00088,2026-08-02,Present,7.1
A000873,S00088,2026-08-03,Present,7.7
A000874,S00088,2026-08-04,Present,7.3
A000875,S00088,2026-08-05,Present,8.0
A000876,S00088,2026-08-06,Present,7.4
A000877,S00088,2026-08-07,Present,7.5
A000878,S00088,2026-08-08,Present,7.6
A000879,S00088,2026-08-09,Present,9.7
A000880,S00088,2026-08-10,Present,9.5
A000881,S00089,2026-08-01,Present,9.6
A000882,S00089,2026-08-02,Present,9.7
A000883,S00089,2026-08-03,Present,9.2
A000884,S00089,2026-08-04,Present,7.3
A000885,S00089,2026-08-05,Present,8.9
A000886,S00089,2026-08-06,Absent,0.0
A000887,S00089,2026-08-07,Present,8.4
A000888,S00089,2026-08-08,Present,9.1
A000889,S00089,2026-08-09,Present,7.8
A000890,S00089,2026-08-10,Half Day,4.7
A000891,S00090,2026-08-01,Present,8.3
A000892,S00090,2026-08-02,Present,9.8
A000893,S00090,2026-08-03,Present,9.3
A000894,S00090,2026-08-04,Absent,0.0
A000895,S00090,2026-08-05,Present,9.6
A000896,S00090,2026-08-06,Present,8.0
A000897,S00090,2026-08-07,Present,9.9
A000898,S00090,2026-08-08,Absent,0.0
A000899,S00090,2026-08-09,Present,8.9
A000900,S00090,2026-08-10,Present,9.7
A000901,S00091,2026-08-01,Present,9.0
A000902,S00091,2026-08-02,Present,8.0
A000903,S00091,2026-08-03,Present,7.2
A000904,S00091,2026-08-04,Present,7.8
A000905,S00091,2026-08-05,Present,7.3
A000906,S00091,2026-08-06,Present,8.4
A000907,S00091,2026-08-07,Present,9.7
A000908,S00091,2026-08-08,Absent,0.0
A000909,S00091,2026-08-09,Absent,0.0
A000910,S00091,2026-08-10,Present,8.8
A000911,S00092,2026-08-01,Present,9.4
A000912,S00092,2026-08-02,Present,7.8
A000913,S00092,2026-08-03,Half Day,4.0
A000914,S00092,2026-08-04,Present,7.3
A000915,S00092,2026-08-05,Present,7.6
A000916,S00092,2026-08-06,Present,9.7
A000917,S00092,2026-08-07,Present,9.5
A000918,S00092,2026-08-08,Present,8.1
A000919,S00092,2026-08-09,Present,9.2
A000920,S00092,2026-08-10,Absent,0.0
A000921,S00093,2026-08-01,Present,8.8
A000922,S00093,2026-08-02,Present,8.7
A000923,S00093,2026-08-03,Present,9.7
A000924,S00093,2026-08-04,Present,9.3
A000925,S00093,2026-08-05,Present,7.7
A000926,S00093,2026-08-06,Present,9.9
A000927,S00093,2026-08-07,Present,9.0
A000928,S00093,2026-08-08,Present,8.2
A000929,S00093,2026-08-09,Present,8.7
A000930,S00093,2026-08-10,Present,9.7
A000931,S00094,2026-08-01,Present,9.2
A000932,S00094,2026-08-02,Present,7.6
A000933,S00094,2026-08-03,Present,9.6
A000934,S00094,2026-08-04,Present,8.5
A000935,S00094,2026-08-05,Present,7.5
A000936,S00094,2026-08-06,Present,7.5
A000937,S00094,2026-08-07,Absent,0.0
A000938,S00094,2026-08-08,Present,9.5
A000939,S00094,2026-08-09,Present,7.7
A000940,S00094,2026-08-10,Present,7.8
A000941,S00095,2026-08-01,Present,7.3
A000942,S00095,2026-08-02,Half Day,3.5
A000943,S00095,2026-08-03,Present,7.3
A000944,S00095,2026-08-04,Present,9.8
A000945,S00095,2026-08-05,Present,8.8
A000946,S00095,2026-08-06,Present,9.5
A000947,S00095,2026-08-07,Half Day,3.8
A000948,S00095,2026-08-08,Present,8.0
A000949,S00095,2026-08-09,Present,7.9
A000950,S00095,2026-08-10,Present,8.3
A000951,S00096,2026-08-01,Present,7.3
A000952,S00096,2026-08-02,Present,7.9
A000953,S00096,2026-08-03,Present,9.2
A000954,S00096,2026-08-04,Present,7.3
A000955,S00096,2026-08-05,Present,9.5
A000956,S00096,2026-08-06,Present,8.4
A000957,S00096,2026-08-07,Present,8.7
A000958,S00096,2026-08-08,Present,8.3
A000959,S00096,2026-08-09,Present,9.7
A000960,S00096,2026-08-10,Absent,0.0
A000961,S00097,2026-08-01,Present,8.2
A000962,S00097,2026-08-02,Absent,0.0
A000963,S00097,2026-08-03,Present,8.3
A000964,S00097,2026-08-04,Absent,0.0
A000965,S00097,2026-08-05,Present,8.5
A000966,S00097,2026-08-06,Present,9.7
A000967,S00097,2026-08-07,Present,7.2
A000968,S00097,2026-08-08,Present,8.4
A000969,S00097,2026-08-09,Present,8.5
A000970,S00097,2026-08-10,Present,9.4
A000971,S00098,2026-08-01,Present,7.7
A000972,S00098,2026-08-02,Present,9.1
A000973,S00098,2026-08-03,Present,9.4
A000974,S00098,2026-08-04,Present,7.8
A000975,S00098,2026-08-05,Present,7.4
A000976,S00098,2026-08-06,Present,10.0
A000977,S00098,2026-08-07,Present,8.1
A000978,S00098,2026-08-08,Absent,0.0
A000979,S00098,2026-08-09,Absent,0.0
A000980,S00098,2026-08-10,Present,7.7
A000981,S00099,2026-08-01,Present,8.9
A000982,S00099,2026-08-02,Present,7.9
A000983,S00099,2026-08-03,Present,9.1
A000984,S00099,2026-08-04,Present,9.8
A000985,S00099,2026-08-05,Present,7.8
A000986,S00099,2026-08-06,Present,8.5
A000987,S00099,2026-08-07,Present,7.2
A000988,S00099,2026-08-08,Present,9.8
A000989,S00099,2026-08-09,Present,8.7
A000990,S00099,2026-08-10,Present,7.6
A000991,S00100,2026-08-01,Present,9.0
A000992,S00100,2026-08-02,Half Day,3.2
A000993,S00100,2026-08-03,Present,8.2
A000994,S00100,2026-08-04,Present,8.6
A000995,S00100,2026-08-05,Present,7.1
A000996,S00100,2026-08-06,Present,8.9
A000997,S00100,2026-08-07,Present,8.0
A000998,S00100,2026-08-08,Present,8.2
A000999,S00100,2026-08-09,Present,9.8
A001000,S00100,2026-08-10,Present,9.6
A001001,S00101,2026-08-01,Present,8.5
A001002,S00101,2026-08-02,Present,9.9
A001003,S00101,2026-08-03,Present,8.7
A001004,S00101,2026-08-04,Present,7.3
A001005,S00101,2026-08-05,Present,8.6
A001006,S00101,2026-08-06,Present,7.0
A001007,S00101,2026-08-07,Present,7.8
A001008,S00101,2026-08-08,Present,9.7
A001009,S00101,2026-08-09,Present,9.9
A001010,S00101,2026-08-10,Present,9.8
A001011,S00102,2026-08-01,Present,7.5
A001012,S00102,2026-08-02,Present,9.3
A001013,S00102,2026-08-03,Present,7.1
A001014,S00102,2026-08-04,Absent,0.0
A001015,S00102,2026-08-05,Present,7.3
A001016,S00102,2026-08-06,Present,8.2
A001017,S00102,2026-08-07,Present,7.6
A001018,S00102,2026-08-08,Half Day,3.5
A001019,S00102,2026-08-09,Present,9.4
A001020,S00102,2026-08-10,Present,9.0
A001021,S00103,2026-08-01,Present,8.8
A001022,S00103,2026-08-02,Present,7.5
A001023,S00103,2026-08-03,Present,7.4
A001024,S00103,2026-08-04,Present,8.1
A001025,S00103,2026-08-05,Present,8.2
A001026,S00103,2026-08-06,Present,7.7
A001027,S00103,2026-08-07,Present,8.7
A001028,S00103,2026-08-08,Present,7.2
A001029,S00103,2026-08-09,Present,9.2
A001030,S00103,2026-08-10,Present,9.7
A001031,S00104,2026-08-01,Present,8.8
A001032,S00104,2026-08-02,Present,9.5
A001033,S00104,2026-08-03,Present,9.2
A001034,S00104,2026-08-04,Absent,0.0
A001035,S00104,2026-08-05,Present,9.3
A001036,S00104,2026-08-06,Present,9.5
A001037,S00104,2026-08-07,Present,9.1
A001038,S00104,2026-08-08,Present,9.5
A001039,S00104,2026-08-09,Present,8.4
A001040,S00104,2026-08-10,Present,8.9
A001041,S00105,2026-08-01,Present,8.4
A001042,S00105,2026-08-02,Present,7.4
A001043,S00105,2026-08-03,Present,9.4
A001044,S00105,2026-08-04,Present,9.5
A001045,S00105,2026-08-05,Present,8.6
A001046,S00105,2026-08-06,Present,7.3
A001047,S00105,2026-08-07,Half Day,4.6
A001048,S00105,2026-08-08,Absent,0.0
A001049,S00105,2026-08-09,Present,9.7
A001050,S00105,2026-08-10,Present,9.7
A001051,S00106,2026-08-01,Half Day,3.0
A001052,S00106,2026-08-02,Present,9.6
A001053,S00106,2026-08-03,Present,7.1
A001054,S00106,2026-08-04,Present,7.4
A001055,S00106,2026-08-05,Present,8.2
A001056,S00106,2026-08-06,Present,7.1
A001057,S00106,2026-08-07,Present,7.2
A001058,S00106,2026-08-08,Present,8.5
A001059,S00106,2026-08-09,Present,9.5
A001060,S00106,2026-08-10,Absent,0.0
A001061,S00107,2026-08-01,Present,8.0
A001062,S00107,2026-08-02,Present,7.2
A001063,S00107,2026-08-03,Absent,0.0
A001064,S00107,2026-08-04,Present,9.5
A001065,S00107,2026-08-05,Half Day,3.5
A001066,S00107,2026-08-06,Present,8.3
A001067,S00107,2026-08-07,Present,8.5
A001068,S00107,2026-08-08,Present,8.0
A001069,S00107,2026-08-09,Absent,0.0
A001070,S00107,2026-08-10,Present,9.4
A001071,S00108,2026-08-01,Present,9.7
A001072,S00108,2026-08-02,Present,7.2
A001073,S00108,2026-08-03,Present,7.2
A001074,S00108,2026-08-04,Present,7.3
A001075,S00108,2026-08-05,Present,7.9
A001076,S00108,2026-08-06,Present,7.2
A001077,S00108,2026-08-07,Present,10.0
A001078,S00108,2026-08-08,Present,8.1
A001079,S00108,2026-08-09,Present,8.6
A001080,S00108,2026-08-10,Present,8.2
A001081,S00109,2026-08-01,Present,7.4
A001082,S00109,2026-08-02,Present,8.3
A001083,S00109,2026-08-03,Present,7.7
A001084,S00109,2026-08-04,Present,9.0
A001085,S00109,2026-08-05,Present,8.6
A001086,S00109,2026-08-06,Half Day,3.0
A001087,S00109,2026-08-07,Present,7.4
A001088,S00109,2026-08-08,Present,9.3
A001089,S00109,2026-08-09,Present,7.9
A001090,S00109,2026-08-10,Present,7.5
A001091,S00110,2026-08-01,Present,9.8
A001092,S00110,2026-08-02,Present,9.8
A001093,S00110,2026-08-03,Present,7.3
A001094,S00110,2026-08-04,Present,8.3
A001095,S00110,2026-08-05,Present,9.7
A001096,S00110,2026-08-06,Present,9.4
A001097,S00110,2026-08-07,Absent,0.0
A001098,S00110,2026-08-08,Present,9.4
A001099,S00110,2026-08-09,Present,7.9
A001100,S00110,2026-08-10,Present,7.2
A001101,S00111,2026-08-01,Present,7.5
A001102,S00111,2026-08-02,Present,8.4
A001103,S00111,2026-08-03,Present,8.1
A001104,S00111,2026-08-04,Present,9.5
A001105,S00111,2026-08-05,Present,7.3
A001106,S00111,2026-08-06,Present,7.1
A001107,S00111,2026-08-07,Present,7.8
A001108,S00111,2026-08-08,Present,7.3
A001109,S00111,2026-08-09,Present,7.1
A001110,S00111,2026-08-10,Present,7.2
A001111,S00112,2026-08-01,Present,9.6
A001112,S00112,2026-08-02,Present,7.8
A001113,S00112,2026-08-03,Present,7.5
A001114,S00112,2026-08-04,Present,8.7
A001115,S00112,2026-08-05,Present,8.5
A001116,S00112,2026-08-06,Present,8.2
A001117,S00112,2026-08-07,Present,9.3
A001118,S00112,2026-08-08,Present,7.7
A001119,S00112,2026-08-09,Present,7.0
A001120,S00112,2026-08-10,Present,9.1
A001121,S00113,2026-08-01,Present,7.7
A001122,S00113,2026-08-02,Present,8.8
A001123,S00113,2026-08-03,Present,9.7
A001124,S00113,2026-08-04,Absent,0.0
A001125,S00113,2026-08-05,Present,7.3
A001126,S00113,2026-08-06,Present,7.8
A001127,S00113,2026-08-07,Present,8.9
A001128,S00113,2026-08-08,Present,8.7
A001129,S00113,2026-08-09,Present,7.8
A001130,S00113,2026-08-10,Present,8.6
A001131,S00114,2026-08-01,Present,7.5
A001132,S00114,2026-08-02,Absent,0.0
A001133,S00114,2026-08-03,Present,9.4
A001134,S00114,2026-08-04,Present,7.2
A001135,S00114,2026-08-05,Present,7.7
A001136,S00114,2026-08-06,Present,9.7
A001137,S00114,2026-08-07,Present,7.2
A001138,S00114,2026-08-08,Present,7.8
A001139,S00114,2026-08-09,Present,9.7
A001140,S00114,2026-08-10,Absent,0.0
A001141,S00115,2026-08-01,Half Day,4.6
A001142,S00115,2026-08-02,Present,9.3
A001143,S00115,2026-08-03,Present,8.1
A001144,S00115,2026-08-04,Present,9.4
A001145,S00115,2026-08-05,Present,8.5
A001146,S00115,2026-08-06,Half Day,3.5
A001147,S00115,2026-08-07,Present,8.3
A001148,S00115,2026-08-08,Present,8.3
A001149,S00115,2026-08-09,Absent,0.0
A001150,S00115,2026-08-10,Present,9.8
A001151,S00116,2026-08-01,Present,8.3
A001152,S00116,2026-08-02,Present,8.4
A001153,S00116,2026-08-03,Present,9.4
A001154,S00116,2026-08-04,Present,7.5
A001155,S00116,2026-08-05,Present,8.9
A001156,S00116,2026-08-06,Present,8.9
A001157,S00116,2026-08-07,Half Day,3.1
A001158,S00116,2026-08-08,Present,8.3
A001159,S00116,2026-08-09,Present,9.0
A001160,S00116,2026-08-10,Present,9.1
A001161,S00117,2026-08-01,Present,9.1
A001162,S00117,2026-08-02,Present,8.1
A001163,S00117,2026-08-03,Present,8.4
A001164,S00117,2026-08-04,Present,8.4
A001165,S00117,2026-08-05,Present,9.0
A001166,S00117,2026-08-06,Present,7.3
A001167,S00117,2026-08-07,Present,8.1
A001168,S00117,2026-08-08,Present,7.3
A001169,S00117,2026-08-09,Present,9.9
A001170,S00117,2026-08-10,Present,9.3
A001171,S00118,2026-08-01,Present,9.1
A001172,S00118,2026-08-02,Present,7.1
A001173,S00118,2026-08-03,Present,10.0
A001174,S00118,2026-08-04,Absent,0.0
A001175,S00118,2026-08-05,Present,9.3
A001176,S00118,2026-08-06,Present,9.6
A001177,S00118,2026-08-07,Present,9.6
A001178,S00118,2026-08-08,Present,7.3
A001179,S00118,2026-08-09,Present,8.1
A001180,S00118,2026-08-10,Present,7.9
A001181,S00119,2026-08-01,Present,9.2
A001182,S00119,2026-08-02,Present,7.3
A001183,S00119,2026-08-03,Half Day,3.0
